date_key,full_date,year,quarter,month_num,month_name,week_num,day_of_week,day_name,is_weekend,is_holiday
20230101,2023-01-01,2023,1,1,January,52,7,Sunday,Yes,Yes
20230102,2023-01-02,2023,1,1,January,1,1,Monday,No,No
20230103,2023-01-03,2023,1,1,January,1,2,Tuesday,No,No
20230104,2023-01-04,2023,1,1,January,1,3,Wednesday,No,No
20230105,2023-01-05,2023,1,1,January,1,4,Thursday,No,No
20230106,2023-01-06,2023,1,1,January,1,5,Friday,No,No
20230107,2023-01-07,2023,1,1,January,1,6,Saturday,Yes,No
20230108,2023-01-08,2023,1,1,January,1,7,Sunday,Yes,No
20230109,2023-01-09,2023,1,1,January,2,1,Monday,No,No
20230110,2023-01-10,2023,1,1,January,2,2,Tuesday,No,No
20230111,2023-01-11,2023,1,1,January,2,3,Wednesday,No,No
20230112,2023-01-12,2023,1,1,January,2,4,Thursday,No,No
20230113,2023-01-13,2023,1,1,January,2,5,Friday,No,No
20230114,2023-01-14,2023,1,1,January,2,6,Saturday,Yes,No
20230115,2023-01-15,2023,1,1,January,2,7,Sunday,Yes,No
20230116,2023-01-16,2023,1,1,January,3,1,Monday,No,Yes
20230117,2023-01-17,2023,1,1,January,3,2,Tuesday,No,No
20230118,2023-01-18,2023,1,1,January,3,3,Wednesday,No,No
20230119,2023-01-19,2023,1,1,January,3,4,Thursday,No,No
20230120,2023-01-20,2023,1,1,January,3,5,Friday,No,No
20230121,2023-01-21,2023,1,1,January,3,6,Saturday,Yes,No
20230122,2023-01-22,2023,1,1,January,3,7,Sunday,Yes,No
20230123,2023-01-23,2023,1,1,January,4,1,Monday,No,No
20230124,2023-01-24,2023,1,1,January,4,2,Tuesday,No,No
20230125,2023-01-25,2023,1,1,January,4,3,Wednesday,No,No
20230126,2023-01-26,2023,1,1,January,4,4,Thursday,No,No
20230127,2023-01-27,2023,1,1,January,4,5,Friday,No,No
20230128,2023-01-28,2023,1,1,January,4,6,Saturday,Yes,No
20230129,2023-01-29,2023,1,1,January,4,7,Sunday,Yes,No
20230130,2023-01-30,2023,1,1,January,5,1,Monday,No,No
20230131,2023-01-31,2023,1,1,January,5,2,Tuesday,No,No
20230201,2023-02-01,2023,1,2,february,5,3,Wednesday,No,No
20230202,2023-02-02,2023,1,2,february,5,4,Thursday,No,No
20230203,2023-02-03,2023,1,2,february,5,5,Friday,No,No
20230204,2023-02-04,2023,1,2,february,5,6,Saturday,Yes,No
20230205,2023-02-05,2023,1,2,february,5,7,Sunday,Yes,No
20230206,2023-02-06,2023,1,2,february,6,1,Monday,No,No
20230207,2023-02-07,2023,1,2,february,6,2,Tuesday,No,No
20230208,2023-02-08,2023,1,2,february,6,3,Wednesday,No,No
20230209,2023-02-09,2023,1,2,february,6,4,Thursday,No,No
20230210,2023-02-10,2023,1,2,february,6,5,Friday,No,No
20230211,2023-02-11,2023,1,2,february,6,6,Saturday,Yes,No
20230212,2023-02-12,2023,1,2,february,6,7,Sunday,Yes,No
20230213,2023-02-13,2023,1,2,february,7,1,Monday,No,No
20230214,2023-02-14,2023,1,2,february,7,2,Tuesday,No,No
20230215,2023-02-15,2023,1,2,february,7,3,Wednesday,No,No
20230216,2023-02-16,2023,1,2,february,7,4,Thursday,No,No
20230217,2023-02-17,2023,1,2,february,7,5,Friday,No,No
20230218,2023-02-18,2023,1,2,february,7,6,Saturday,Yes,No
20230219,2023-02-19,2023,1,2,february,7,7,Sunday,Yes,No
20230220,2023-02-20,2023,1,2,february,8,1,Monday,No,Yes
20230221,2023-02-21,2023,1,2,february,8,2,Tuesday,No,No
20230222,2023-02-22,2023,1,2,february,8,3,Wednesday,No,No
20230223,2023-02-23,2023,1,2,february,8,4,Thursday,No,No
20230224,2023-02-24,2023,1,2,february,8,5,Friday,No,No
20230225,2023-02-25,2023,1,2,february,8,6,Saturday,Yes,No
20230226,2023-02-26,2023,1,2,february,8,7,Sunday,Yes,No
20230227,2023-02-27,2023,1,2,february,9,1,Monday,No,No
20230228,2023-02-28,2023,1,2,february,9,2,Tuesday,No,No
20230301,2023-03-01,2023,1,3,March,9,3,Wednesday,No,No
20230302,2023-03-02,2023,1,3,March,9,4,Thursday,No,No
20230303,2023-03-03,2023,1,3,March,9,5,Friday,No,No
20230304,2023-03-04,2023,1,3,March,9,6,Saturday,Yes,No
20230305,2023-03-05,2023,1,3,March,9,7,Sunday,Yes,No
20230306,2023-03-06,2023,1,3,March,10,1,Monday,No,No
20230307,2023-03-07,2023,1,3,March,10,2,Tuesday,No,No
20230308,2023-03-08,2023,1,3,March,10,3,Wednesday,No,No
20230309,2023-03-09,2023,1,3,March,10,4,Thursday,No,No
20230310,2023-03-10,2023,1,3,March,10,5,Friday,No,No
20230311,2023-03-11,2023,1,3,March,10,6,Saturday,Yes,No
20230312,2023-03-12,2023,1,3,March,10,7,Sunday,Yes,No
20230313,2023-03-13,2023,1,3,March,11,1,Monday,No,No
20230314,2023-03-14,2023,1,3,March,11,2,Tuesday,No,No
20230315,2023-03-15,2023,1,3,March,11,3,Wednesday,No,No
20230316,2023-03-16,2023,1,3,March,11,4,Thursday,No,No
20230317,2023-03-17,2023,1,3,March,11,5,Friday,No,No
20230318,2023-03-18,2023,1,3,March,11,6,Saturday,Yes,No
20230319,2023-03-19,2023,1,3,March,11,7,Sunday,Yes,No
20230320,2023-03-20,2023,1,3,March,12,1,Monday,No,No
20230321,2023-03-21,2023,1,3,March,12,2,Tuesday,No,No
20230322,2023-03-22,2023,1,3,March,12,3,Wednesday,No,No
20230323,2023-03-23,2023,1,3,March,12,4,Thursday,No,No
20230324,2023-03-24,2023,1,3,March,12,5,Friday,No,No
20230325,2023-03-25,2023,1,3,March,12,6,Saturday,Yes,No
20230326,2023-03-26,2023,1,3,March,12,7,Sunday,Yes,No
20230327,2023-03-27,2023,1,3,March,13,1,Monday,No,No
20230328,2023-03-28,2023,1,3,March,13,2,Tuesday,No,No
20230329,2023-03-29,2023,1,3,March,13,3,Wednesday,No,No
20230330,2023-03-30,2023,1,3,March,13,4,Thursday,No,No
20230331,2023-03-31,2023,1,3,March,13,5,Friday,No,No
20230401,2023-04-01,2023,2,4,april,13,6,Saturday,Yes,No
20230402,2023-04-02,2023,2,4,april,13,7,Sunday,Yes,No
20230403,2023-04-03,2023,2,4,april,14,1,Monday,No,No
20230404,2023-04-04,2023,2,4,april,14,2,Tuesday,No,No
20230405,2023-04-05,2023,2,4,april,14,3,Wednesday,No,No
20230406,2023-04-06,2023,2,4,april,14,4,Thursday,No,No
20230407,2023-04-07,2023,2,4,april,14,5,Friday,No,No
20230408,2023-04-08,2023,2,4,april,14,6,Saturday,Yes,No
20230409,2023-04-09,2023,2,4,april,14,7,Sunday,Yes,No
20230410,2023-04-10,2023,2,4,april,15,1,Monday,No,No
20230411,2023-04-11,2023,2,4,april,15,2,Tuesday,No,No
20230412,2023-04-12,2023,2,4,april,15,3,Wednesday,No,No
20230413,2023-04-13,2023,2,4,april,15,4,Thursday,No,No
20230414,2023-04-14,2023,2,4,april,15,5,Friday,No,No
20230415,2023-04-15,2023,2,4,april,15,6,Saturday,Yes,No
20230416,2023-04-16,2023,2,4,april,15,7,Sunday,Yes,No
20230417,2023-04-17,2023,2,4,april,16,1,Monday,No,No
20230418,2023-04-18,2023,2,4,april,16,2,Tuesday,No,No
20230419,2023-04-19,2023,2,4,april,16,3,Wednesday,No,No
20230420,2023-04-20,2023,2,4,april,16,4,Thursday,No,No
20230421,2023-04-21,2023,2,4,april,16,5,Friday,No,No
20230422,2023-04-22,2023,2,4,april,16,6,Saturday,Yes,No
20230423,2023-04-23,2023,2,4,april,16,7,Sunday,Yes,No
20230424,2023-04-24,2023,2,4,april,17,1,Monday,No,No
20230425,2023-04-25,2023,2,4,april,17,2,Tuesday,No,No
20230426,2023-04-26,2023,2,4,april,17,3,Wednesday,No,No
20230427,2023-04-27,2023,2,4,april,17,4,Thursday,No,No
20230428,2023-04-28,2023,2,4,april,17,5,Friday,No,No
20230429,2023-04-29,2023,2,4,april,17,6,Saturday,Yes,No
20230430,2023-04-30,2023,2,4,april,17,7,Sunday,Yes,No
20230501,2023-05-01,2023,2,5,May,18,1,Monday,No,No
20230502,2023-05-02,2023,2,5,May,18,2,Tuesday,No,No
20230503,2023-05-03,2023,2,5,May,18,3,Wednesday,No,No
20230504,2023-05-04,2023,2,5,May,18,4,Thursday,No,No
20230505,2023-05-05,2023,2,5,May,18,5,Friday,No,No
20230506,2023-05-06,2023,2,5,May,18,6,Saturday,Yes,No
20230507,2023-05-07,2023,2,5,May,18,7,Sunday,Yes,No
20230508,2023-05-08,2023,2,5,May,19,1,Monday,No,No
20230509,2023-05-09,2023,2,5,May,19,2,Tuesday,No,No
20230510,2023-05-10,2023,2,5,May,19,3,Wednesday,No,No
20230511,2023-05-11,2023,2,5,May,19,4,Thursday,No,No
20230512,2023-05-12,2023,2,5,May,19,5,Friday,No,No
20230513,2023-05-13,2023,2,5,May,19,6,Saturday,Yes,No
20230514,2023-05-14,2023,2,5,May,19,7,Sunday,Yes,No
20230515,2023-05-15,2023,2,5,May,20,1,Monday,No,No
20230516,2023-05-16,2023,2,5,May,20,2,Tuesday,No,No
20230517,2023-05-17,2023,2,5,May,20,3,Wednesday,No,No
20230518,2023-05-18,2023,2,5,May,20,4,Thursday,No,No
20230519,2023-05-19,2023,2,5,May,20,5,Friday,No,No
20230520,2023-05-20,2023,2,5,May,20,6,Saturday,Yes,No
20230521,2023-05-21,2023,2,5,May,20,7,Sunday,Yes,No
20230522,2023-05-22,2023,2,5,May,21,1,Monday,No,No
20230523,2023-05-23,2023,2,5,May,21,2,Tuesday,No,No
20230524,2023-05-24,2023,2,5,May,21,3,Wednesday,No,No
20230525,2023-05-25,2023,2,5,May,21,4,Thursday,No,No
20230526,2023-05-26,2023,2,5,May,21,5,Friday,No,No
20230527,2023-05-27,2023,2,5,May,21,6,Saturday,Yes,No
20230528,2023-05-28,2023,2,5,May,21,7,Sunday,Yes,No
20230529,2023-05-29,2023,2,5,May,22,1,Monday,No,Yes
20230530,2023-05-30,2023,2,5,May,22,2,Tuesday,No,No
20230531,2023-05-31,2023,2,5,May,22,3,Wednesday,No,No
20230601,2023-06-01,2023,2,6,june,22,4,Thursday,No,No
20230602,2023-06-02,2023,2,6,june,22,5,Friday,No,No
20230603,2023-06-03,2023,2,6,june,22,6,Saturday,Yes,No
20230604,2023-06-04,2023,2,6,june,22,7,Sunday,Yes,No
20230605,2023-06-05,2023,2,6,june,23,1,Monday,No,No
20230606,2023-06-06,2023,2,6,june,23,2,Tuesday,No,No
20230607,2023-06-07,2023,2,6,june,23,3,Wednesday,No,No
20230608,2023-06-08,2023,2,6,june,23,4,Thursday,No,No
20230609,2023-06-09,2023,2,6,june,23,5,Friday,No,No
20230610,2023-06-10,2023,2,6,june,23,6,Saturday,Yes,No
20230611,2023-06-11,2023,2,6,june,23,7,Sunday,Yes,No
20230612,2023-06-12,2023,2,6,june,24,1,Monday,No,No
20230613,2023-06-13,2023,2,6,june,24,2,Tuesday,No,No
20230614,2023-06-14,2023,2,6,june,24,3,Wednesday,No,No
20230615,2023-06-15,2023,2,6,june,24,4,Thursday,No,No
20230616,2023-06-16,2023,2,6,june,24,5,Friday,No,No
20230617,2023-06-17,2023,2,6,june,24,6,Saturday,Yes,No
20230618,2023-06-18,2023,2,6,june,24,7,Sunday,Yes,No
20230619,2023-06-19,2023,2,6,june,25,1,Monday,No,No
20230620,2023-06-20,2023,2,6,june,25,2,Tuesday,No,No
20230621,2023-06-21,2023,2,6,june,25,3,Wednesday,No,No
20230622,2023-06-22,2023,2,6,june,25,4,Thursday,No,No
20230623,2023-06-23,2023,2,6,june,25,5,Friday,No,No
20230624,2023-06-24,2023,2,6,june,25,6,Saturday,Yes,No
20230625,2023-06-25,2023,2,6,june,25,7,Sunday,Yes,No
20230626,2023-06-26,2023,2,6,june,26,1,Monday,No,No
20230627,2023-06-27,2023,2,6,june,26,2,Tuesday,No,No
20230628,2023-06-28,2023,2,6,june,26,3,Wednesday,No,No
20230629,2023-06-29,2023,2,6,june,26,4,Thursday,No,No
20230630,2023-06-30,2023,2,6,june,26,5,Friday,No,No
20230701,2023-07-01,2023,3,7,July,26,6,Saturday,Yes,No
20230702,2023-07-02,2023,3,7,July,26,7,Sunday,Yes,No
20230703,2023-07-03,2023,3,7,July,27,1,Monday,No,No
20230704,2023-07-04,2023,3,7,July,27,2,Tuesday,No,Yes
20230705,2023-07-05,2023,3,7,July,27,3,Wednesday,No,No
20230706,2023-07-06,2023,3,7,July,27,4,Thursday,No,No
20230707,2023-07-07,2023,3,7,July,27,5,Friday,No,No
20230708,2023-07-08,2023,3,7,July,27,6,Saturday,Yes,No
20230709,2023-07-09,2023,3,7,July,27,7,Sunday,Yes,No
20230710,2023-07-10,2023,3,7,July,28,1,Monday,No,No
20230711,2023-07-11,2023,3,7,July,28,2,Tuesday,No,No
20230712,2023-07-12,2023,3,7,July,28,3,Wednesday,No,No
20230713,2023-07-13,2023,3,7,July,28,4,Thursday,No,No
20230714,2023-07-14,2023,3,7,July,28,5,Friday,No,No
20230715,2023-07-15,2023,3,7,July,28,6,Saturday,Yes,No
20230716,2023-07-16,2023,3,7,July,28,7,Sunday,Yes,No
20230717,2023-07-17,2023,3,7,July,29,1,Monday,No,No
20230718,2023-07-18,2023,3,7,July,29,2,Tuesday,No,No
20230719,2023-07-19,2023,3,7,July,29,3,Wednesday,No,No
20230720,2023-07-20,2023,3,7,July,29,4,Thursday,No,No
20230721,2023-07-21,2023,3,7,July,29,5,Friday,No,No
20230722,2023-07-22,2023,3,7,July,29,6,Saturday,Yes,No
20230723,2023-07-23,2023,3,7,July,29,7,Sunday,Yes,No
20230724,2023-07-24,2023,3,7,July,30,1,Monday,No,No
20230725,2023-07-25,2023,3,7,July,30,2,Tuesday,No,No
20230726,2023-07-26,2023,3,7,July,30,3,Wednesday,No,No
20230727,2023-07-27,2023,3,7,July,30,4,Thursday,No,No
20230728,2023-07-28,2023,3,7,July,30,5,Friday,No,No
20230729,2023-07-29,2023,3,7,July,30,6,Saturday,Yes,No
20230730,2023-07-30,2023,3,7,July,30,7,Sunday,Yes,No
20230731,2023-07-31,2023,3,7,July,31,1,Monday,No,No
20230801,2023-08-01,2023,3,8,august,31,2,Tuesday,No,No
20230802,2023-08-02,2023,3,8,august,31,3,Wednesday,No,No
20230803,2023-08-03,2023,3,8,august,31,4,Thursday,No,No
20230804,2023-08-04,2023,3,8,august,31,5,Friday,No,No
20230805,2023-08-05,2023,3,8,august,31,6,Saturday,Yes,No
20230806,2023-08-06,2023,3,8,august,31,7,Sunday,Yes,No
20230807,2023-08-07,2023,3,8,august,32,1,Monday,No,No
20230808,2023-08-08,2023,3,8,august,32,2,Tuesday,No,No
20230809,2023-08-09,2023,3,8,august,32,3,Wednesday,No,No
20230810,2023-08-10,2023,3,8,august,32,4,Thursday,No,No
20230811,2023-08-11,2023,3,8,august,32,5,Friday,No,No
20230812,2023-08-12,2023,3,8,august,32,6,Saturday,Yes,No
20230813,2023-08-13,2023,3,8,august,32,7,Sunday,Yes,No
20230814,2023-08-14,2023,3,8,august,33,1,Monday,No,No
20230815,2023-08-15,2023,3,8,august,33,2,Tuesday,No,No
20230816,2023-08-16,2023,3,8,august,33,3,Wednesday,No,No
20230817,2023-08-17,2023,3,8,august,33,4,Thursday,No,No
20230818,2023-08-18,2023,3,8,august,33,5,Friday,No,No
20230819,2023-08-19,2023,3,8,august,33,6,Saturday,Yes,No
20230820,2023-08-20,2023,3,8,august,33,7,Sunday,Yes,No
20230821,2023-08-21,2023,3,8,august,34,1,Monday,No,No
20230822,2023-08-22,2023,3,8,august,34,2,Tuesday,No,No
20230823,2023-08-23,2023,3,8,august,34,3,Wednesday,No,No
20230824,2023-08-24,2023,3,8,august,34,4,Thursday,No,No
20230825,2023-08-25,2023,3,8,august,34,5,Friday,No,No
20230826,2023-08-26,2023,3,8,august,34,6,Saturday,Yes,No
20230827,2023-08-27,2023,3,8,august,34,7,Sunday,Yes,No
20230828,2023-08-28,2023,3,8,august,35,1,Monday,No,No
20230829,2023-08-29,2023,3,8,august,35,2,Tuesday,No,No
20230830,2023-08-30,2023,3,8,august,35,3,Wednesday,No,No
20230831,2023-08-31,2023,3,8,august,35,4,Thursday,No,No
20230901,2023-09-01,2023,3,9,September,35,5,Friday,No,No
20230902,2023-09-02,2023,3,9,September,35,6,Saturday,Yes,No
20230903,2023-09-03,2023,3,9,September,35,7,Sunday,Yes,No
20230904,2023-09-04,2023,3,9,September,36,1,Monday,No,Yes
20230905,2023-09-05,2023,3,9,September,36,2,Tuesday,No,No
20230906,2023-09-06,2023,3,9,September,36,3,Wednesday,No,No
20230907,2023-09-07,2023,3,9,September,36,4,Thursday,No,No
20230908,2023-09-08,2023,3,9,September,36,5,Friday,No,No
20230909,2023-09-09,2023,3,9,September,36,6,Saturday,Yes,No
20230910,2023-09-10,2023,3,9,September,36,7,Sunday,Yes,No
20230911,2023-09-11,2023,3,9,September,37,1,Monday,No,No
20230912,2023-09-12,2023,3,9,September,37,2,Tuesday,No,No
20230913,2023-09-13,2023,3,9,September,37,3,Wednesday,No,No
20230914,2023-09-14,2023,3,9,September,37,4,Thursday,No,No
20230915,2023-09-15,2023,3,9,September,37,5,Friday,No,No
20230916,2023-09-16,2023,3,9,September,37,6,Saturday,Yes,No
20230917,2023-09-17,2023,3,9,September,37,7,Sunday,Yes,No
20230918,2023-09-18,2023,3,9,September,38,1,Monday,No,No
20230919,2023-09-19,2023,3,9,September,38,2,Tuesday,No,No
20230920,2023-09-20,2023,3,9,September,38,3,Wednesday,No,No
20230921,2023-09-21,2023,3,9,September,38,4,Thursday,No,No
20230922,2023-09-22,2023,3,9,September,38,5,Friday,No,No
20230923,2023-09-23,2023,3,9,September,38,6,Saturday,Yes,No
20230924,2023-09-24,2023,3,9,September,38,7,Sunday,Yes,No
20230925,2023-09-25,2023,3,9,September,39,1,Monday,No,No
20230926,2023-09-26,2023,3,9,September,39,2,Tuesday,No,No
20230927,2023-09-27,2023,3,9,September,39,3,Wednesday,No,No
20230928,2023-09-28,2023,3,9,September,39,4,Thursday,No,No
20230929,2023-09-29,2023,3,9,September,39,5,Friday,No,No
20230930,2023-09-30,2023,3,9,September,39,6,Saturday,Yes,No
20231001,2023-10-01,2023,4,10,october,39,7,Sunday,Yes,No
20231002,2023-10-02,2023,4,10,october,40,1,Monday,No,No
20231003,2023-10-03,2023,4,10,october,40,2,Tuesday,No,No
20231004,2023-10-04,2023,4,10,october,40,3,Wednesday,No,No
20231005,2023-10-05,2023,4,10,october,40,4,Thursday,No,No
20231006,2023-10-06,2023,4,10,october,40,5,Friday,No,No
20231007,2023-10-07,2023,4,10,october,40,6,Saturday,Yes,No
20231008,2023-10-08,2023,4,10,october,40,7,Sunday,Yes,No
20231009,2023-10-09,2023,4,10,october,41,1,Monday,No,Yes
20231010,2023-10-10,2023,4,10,october,41,2,Tuesday,No,No
20231011,2023-10-11,2023,4,10,october,41,3,Wednesday,No,No
20231012,2023-10-12,2023,4,10,october,41,4,Thursday,No,No
20231013,2023-10-13,2023,4,10,october,41,5,Friday,No,No
20231014,2023-10-14,2023,4,10,october,41,6,Saturday,Yes,No
20231015,2023-10-15,2023,4,10,october,41,7,Sunday,Yes,No
20231016,2023-10-16,2023,4,10,october,42,1,Monday,No,No
20231017,2023-10-17,2023,4,10,october,42,2,Tuesday,No,No
20231018,2023-10-18,2023,4,10,october,42,3,Wednesday,No,No
20231019,2023-10-19,2023,4,10,october,42,4,Thursday,No,No
20231020,2023-10-20,2023,4,10,october,42,5,Friday,No,No
20231021,2023-10-21,2023,4,10,october,42,6,Saturday,Yes,No
20231022,2023-10-22,2023,4,10,october,42,7,Sunday,Yes,No
20231023,2023-10-23,2023,4,10,october,43,1,Monday,No,No
20231024,2023-10-24,2023,4,10,october,43,2,Tuesday,No,No
20231025,2023-10-25,2023,4,10,october,43,3,Wednesday,No,No
20231026,2023-10-26,2023,4,10,october,43,4,Thursday,No,No
20231027,2023-10-27,2023,4,10,october,43,5,Friday,No,No
20231028,2023-10-28,2023,4,10,october,43,6,Saturday,Yes,No
20231029,2023-10-29,2023,4,10,october,43,7,Sunday,Yes,No
20231030,2023-10-30,2023,4,10,october,44,1,Monday,No,No
20231031,2023-10-31,2023,4,10,october,44,2,Tuesday,No,No
20231101,2023-11-01,2023,4,11,November,44,3,Wednesday,No,No
20231102,2023-11-02,2023,4,11,November,44,4,Thursday,No,No
20231103,2023-11-03,2023,4,11,November,44,5,Friday,No,No
20231104,2023-11-04,2023,4,11,November,44,6,Saturday,Yes,No
20231105,2023-11-05,2023,4,11,November,44,7,Sunday,Yes,No
20231106,2023-11-06,2023,4,11,November,45,1,Monday,No,No
20231107,2023-11-07,2023,4,11,November,45,2,Tuesday,No,No
20231108,2023-11-08,2023,4,11,November,45,3,Wednesday,No,No
20231109,2023-11-09,2023,4,11,November,45,4,Thursday,No,No
20231110,2023-11-10,2023,4,11,November,45,5,Friday,No,No
20231111,2023-11-11,2023,4,11,November,45,6,Saturday,Yes,No
20231112,2023-11-12,2023,4,11,November,45,7,Sunday,Yes,No
20231113,2023-11-13,2023,4,11,November,46,1,Monday,No,No
20231114,2023-11-14,2023,4,11,November,46,2,Tuesday,No,No
20231115,2023-11-15,2023,4,11,November,46,3,Wednesday,No,No
20231116,2023-11-16,2023,4,11,November,46,4,Thursday,No,No
20231117,2023-11-17,2023,4,11,November,46,5,Friday,No,No
20231118,2023-11-18,2023,4,11,November,46,6,Saturday,Yes,No
20231119,2023-11-19,2023,4,11,November,46,7,Sunday,Yes,No
20231120,2023-11-20,2023,4,11,November,47,1,Monday,No,No
20231121,2023-11-21,2023,4,11,November,47,2,Tuesday,No,No
20231122,2023-11-22,2023,4,11,November,47,3,Wednesday,No,No
20231123,2023-11-23,2023,4,11,November,47,4,Thursday,No,No
20231124,2023-11-24,2023,4,11,November,47,5,Friday,No,No
20231125,2023-11-25,2023,4,11,November,47,6,Saturday,Yes,No
20231126,2023-11-26,2023,4,11,November,47,7,Sunday,Yes,No
20231127,2023-11-27,2023,4,11,November,48,1,Monday,No,No
20231128,2023-11-28,2023,4,11,November,48,2,Tuesday,No,Yes
20231129,2023-11-29,2023,4,11,November,48,3,Wednesday,No,No
20231130,2023-11-30,2023,4,11,November,48,4,Thursday,No,No
20231201,2023-12-01,2023,4,12,december,48,5,Friday,No,No
20231202,2023-12-02,2023,4,12,december,48,6,Saturday,Yes,No
20231203,2023-12-03,2023,4,12,december,48,7,Sunday,Yes,No
20231204,2023-12-04,2023,4,12,december,49,1,Monday,No,No
20231205,2023-12-05,2023,4,12,december,49,2,Tuesday,No,No
20231206,2023-12-06,2023,4,12,december,49,3,Wednesday,No,No
20231207,2023-12-07,2023,4,12,december,49,4,Thursday,No,No
20231208,2023-12-08,2023,4,12,december,49,5,Friday,No,No
20231209,2023-12-09,2023,4,12,december,49,6,Saturday,Yes,No
20231210,2023-12-10,2023,4,12,december,49,7,Sunday,Yes,No
20231211,2023-12-11,2023,4,12,december,50,1,Monday,No,No
20231212,2023-12-12,2023,4,12,december,50,2,Tuesday,No,No
20231213,2023-12-13,2023,4,12,december,50,3,Wednesday,No,No
20231214,2023-12-14,2023,4,12,december,50,4,Thursday,No,No
20231215,2023-12-15,2023,4,12,december,50,5,Friday,No,No
20231216,2023-12-16,2023,4,12,december,50,6,Saturday,Yes,No
20231217,2023-12-17,2023,4,12,december,50,7,Sunday,Yes,No
20231218,2023-12-18,2023,4,12,december,51,1,Monday,No,No
20231219,2023-12-19,2023,4,12,december,51,2,Tuesday,No,No
20231220,2023-12-20,2023,4,12,december,51,3,Wednesday,No,No
20231221,2023-12-21,2023,4,12,december,51,4,Thursday,No,No
20231222,2023-12-22,2023,4,12,december,51,5,Friday,No,No
20231223,2023-12-23,2023,4,12,december,51,6,Saturday,Yes,No
20231224,2023-12-24,2023,4,12,december,51,7,Sunday,Yes,No
20231225,2023-12-25,2023,4,12,december,52,1,Monday,No,Yes
20231226,2023-12-26,2023,4,12,december,52,2,Tuesday,No,No
20231227,2023-12-27,2023,4,12,december,52,3,Wednesday,No,No
20231228,2023-12-28,2023,4,12,december,52,4,Thursday,No,No
20231229,2023-12-29,2023,4,12,december,52,5,Friday,No,No
20231230,2023-12-30,2023,4,12,december,52,6,Saturday,Yes,No
20231231,2023-12-31,2023,4,12,december,52,7,Sunday,Yes,Yes
20240101,2024-01-01,2024,1,1,January,1,1,Monday,No,Yes
20240102,2024-01-02,2024,1,1,January,1,2,Tuesday,No,No
20240103,2024-01-03,2024,1,1,January,1,3,Wednesday,No,No
20240104,2024-01-04,2024,1,1,January,1,4,Thursday,No,No
20240105,2024-01-05,2024,1,1,January,1,5,Friday,No,No
20240106,2024-01-06,2024,1,1,January,1,6,Saturday,Yes,No
20240107,2024-01-07,2024,1,1,January,1,7,Sunday,Yes,No
20240108,2024-01-08,2024,1,1,January,2,1,Monday,No,No
20240109,2024-01-09,2024,1,1,January,2,2,Tuesday,No,No
